EntrezGeneID	CT22	CT23	CT24	CT48	CT50	CTH26	CTH28	CTH46	CTH47	CTH49
19720	7.22	7.38	7.36	7.42	7.36	7.34	7.55	7.69	7.75	7.55
19724	7.71	7.68	7.71	7.76	7.72	7.58	7.82	7.64	7.79	7.89
19725	7.42	7.66	7.52	7.66	7.58	7.28	7.17	7.17	7.38	7.27
19726	7.9	7.75	7.98	7.94	7.89	7.65	7.57	7.32	7.52	7.15
19729	9.55	9.72	9.77	9.87	9.9	9.59	9.86	9.7	9.98	9.72
19730	8.03	8.13	8.1	8.28	8.31	7.64	8.24	8.3	8.33	8.57
19731	8.48	8.45	8.5	8.75	8.72	8.43	8.29	8.41	8.28	8.77
19732	7.67	7.83	7.79	7.82	7.7	7.59	7.66	7.82	7.74	7.61
19733	5.15	5.12	5.28	5.2	5.05	5.27	5.31	4.97	5.38	5.26
19734	5.94	5.94	5.84	5.38	5.78	6.23	6.94	7.05	7.35	7.64
19735	8.84	9.09	8.83	9.04	9.18	8.35	9.16	9.35	8.88	9.04
19736	5.98	6.52	6.4	6.7	6.67	6.76	6.8	7.81	6.79	6.44
19737	6.63	6.88	7.23	6.85	6.38	6.89	6.29	6.98	6.32	5.77
19739	8.16	8.21	8.11	8.52	8.01	7.45	6.76	6.86	7.08	6.64
19743	4.7	4.96	4.49	4.43	4.87	4.86	4.58	4.57	4.75	4.77
19744	8.94	9.1	9.04	9.03	9.01	9.12	9.12	9.01	8.93	9.06
19746	5.56	5.42	5.4	5.4	5.45	5.4	5.39	5.35	5.55	5.34
19752	3.66	3.87	3.51	3.65	3.72	3.4	3.36	3.39	3.48	3.17
19762	4.81	4.37	4.55	4.53	4.43	4.2	4.19	4.12	4.12	4.56
19763	6.78	6.84	6.47	6.49	6.53	6.57	6.37	6.3	6.36	6.6
19765	8.73	8.82	8.67	8.73	8.61	8.64	8.33	8.21	8.19	8.17
19766	8.37	8.46	8.23	8.3	8.17	8.48	8.73	8.83	8.66	9.13
19769	8.85	9.05	8.93	9.17	9.02	8.71	8.71	8.88	8.78	8.88
19771	5.11	4.83	4.51	4.45	4.76	4.79	4.22	4.64	4.62	4.56
19773	6.01	5.48	5.46	5.23	5.57	5.73	5.2	5.41	5.48	5.62
19775	9.14	9.04	9	8.96	8.99	8.85	8.93	9.01	8.84	8.88
19777	9.33	9.04	9.04	9.02	9.19	9.54	9.27	9.24	9.23	9
19782	11.8	11.92	12.04	11.92	11.96	11.49	12.07	12.07	12.02	11.98
19783	6.94	6.91	6.78	6.67	6.84	6.6	6.69	6.62	6.72	6.83
19784	8.09	7.93	7.79	7.74	7.83	7.61	7.39	7.45	7.4	7.54
19817	12.84	12.9	12.94	12.93	12.92	12.94	12.86	12.89	12.8	12.71
19819	7.25	7.06	7.24	7.08	7.26	7.31	7.33	7.54	7.19	7.44
19820	9.01	8.74	8.75	8.92	9.01	9.21	9.11	9.02	8.9	8.97
19821	8.53	8.62	8.42	8.34	8.45	8.79	8.52	8.68	8.14	8.2
19822	9.3	9.18	9.35	9.48	9.31	9.71	9.88	9.92	9.81	9.92
19823	7.01	6.92	7.03	6.94	6.68	6.99	6.78	6.81	6.7	6.75
19824	5.42	5.15	5.09	5.17	5.34	5.33	5.09	5.41	4.99	5.22
19826	8.15	7.85	8.16	8.11	8.19	8.29	8.52	8.62	8.62	8.55
19845	8.95	8.67	8.88	8.56	8.76	8.92	9.4	9.77	9.52	9.63
19850	8.01	6.33	6.77	6.54	6.62	7.77	7.38	8.4	7.04	7.45
19861	10.73	9.93	10.14	10.02	10.14	10.44	10.25	10.6	10.37	10.44
19870	7.64	7.13	7.53	7.78	7.56	7.78	7.87	8.03	8.02	8.02
19871	9.82	9.81	9.97	9.87	9.77	9.92	9.64	9.82	9.58	9.66
19872	11.62	11.37	11.72	11.41	11.54	11.47	11.06	10.83	10.82	10.76
19874	9.09	8.82	9.42	9.08	8.91	8.8	8.35	8.18	8.11	8.09
19876	7.9	7.99	8.14	7.94	7.93	7.86	7.53	7.55	7.41	6.53
19877	10.59	10.65	10.48	10.37	10.5	10.68	10.38	10.14	10.12	10.25
19878	10.28	10.59	10.25	10.23	10.22	10.52	9.88	9.74	9.74	9.64
19879	5.26	4.94	5.08	4.89	5.03	5.44	5.03	4.89	4.85	5.1
19881	5.18	4.9	5.2	5.52	4.92	5.46	5.07	5.26	5.55	5.55
19882	6.32	6.22	6.07	6.23	6.16	6.24	6.24	6.28	6.08	6.22
19883	8.01	8.1	7.89	7.92	7.96	7.96	7.49	7.5	7.46	7.32
19885	6.82	6.67	6.45	6.55	6.53	6.74	6.51	6.05	6.61	6.34
19886	6.09	6.05	6.18	6.11	6.17	6.04	5.88	5	5.36	5.6
19888	6.35	6.16	6.59	6.37	6.3	6.05	5.62	4.61	5.62	4.28
19889	7.45	7.55	7.63	7.65	7.56	7.77	7.82	7.83	7.69	7.93
19891	6.38	6.55	6.44	6.56	6.47	6.85	7.28	7.63	7.36	7.18
19892	3.94	4.39	3.67	3.59	3.56	3.6	3.75	3.72	3.74	4.23
19893	7.15	7.21	7.44	7.33	7.32	7.44	7.05	6.57	7.23	6.43
19894	6.54	6.27	6.2	5.99	6.21	5.98	5.88	6.02	6.13	6.09
19895	6.79	6.96	7.13	7.24	7.23	7.23	6.96	7.09	7.16	7.12
19896	8.72	8.97	8.84	8.88	8.88	8.63	9.32	9.47	9.26	9.2
19899	8.61	8.94	8.88	8.77	8.76	8.4	9.07	9.19	9.09	9.1
19921	5.48	5.57	5.46	5.68	5.68	5.29	5.83	5.81	5.66	5.71
19933	7.19	6.92	6.63	6.93	7.09	6.79	7.16	6.94	7.02	7.24
19934	6.18	6.14	6.19	6.22	6.11	5.95	6.41	6.51	6.31	6.32
19935	6.65	6.89	6.85	6.98	6.76	6.82	7.12	6.96	7	7.02
19941	6.37	6.12	5.81	5.76	6.08	5.96	6.25	6.05	6.08	6.22
19942	6.34	6.36	6.41	6.45	6.19	6.54	6.61	6.45	6.43	6.61
19943	11.29	11.45	11.48	11.5	11.59	11.07	11.88	11.83	11.93	11.79
19944	7.83	8.33	8.03	8.02	8.04	7.97	8.95	9.05	9.01	8.99
19946	9.52	9.8	9.96	9.91	10.01	9.51	10.11	10.15	10.17	9.96
19951	9.73	9.88	9.77	9.65	9.77	9.42	10.34	10.61	10.48	10.36
19981	6.31	6.32	6.29	6.59	6.07	6.45	6.49	6.34	6.35	6.76
19982	5.71	5.59	5.6	5.54	5.53	5.56	5.89	6.25	5.99	5.71
19988	5.68	5.76	5.86	5.93	5.92	6.24	6.22	6.41	6.26	6.31
19989	5	5.15	4.95	5.2	5.1	5.14	5.22	5.26	5.23	5.1
20005	4.77	4.78	4.4	4.55	4.47	4.88	4.8	4.7	4.6	4.87
20014	8.74	8.74	8.92	8.94	8.76	9.06	9.18	9.04	9.17	8.98
20016	7.9	7.99	7.94	7.99	7.76	7.81	7.87	7.93	7.91	8.05
20017	6.67	6.92	6.9	6.92	6.79	6.91	6.94	7.05	6.96	7
20018	7.3	7.59	7.25	7.48	7.36	7.13	7.66	7.84	7.66	7.59
20019	7.46	7.54	7.57	7.56	7.62	7.68	7.79	8.05	8	7.85
20020	9.58	9.7	9.59	9.79	9.77	9.52	9.37	9.52	9.49	9.51
20021	8.64	9.01	8.69	8.73	8.74	8.26	8.78	8.77	8.79	8.91
20022	7.72	7.83	7.66	7.69	7.75	7.51	7.86	8.09	8.09	8.02
20024	8.72	8.59	8.58	8.63	8.57	8.62	8.86	8.69	8.76	8.78
20028	4.83	5.44	5.11	5.29	5.1	5.24	4.79	4.95	5.45	4.93
20042	10.4	10.46	10.45	10.49	10.45	10.39	10.62	10.85	10.78	10.57
20055	9.77	9.98	10.21	10.06	10.13	10	10.55	10.69	10.68	10.32
20068	5.91	5.4	6.19	6.01	5.67	6.14	6.07	6.14	6.34	6.36
20084	6.05	6.02	5.81	5.87	5.74	5.88	5.74	6.08	5.83	5.97
20085	8.77	8.95	8.7	8.67	8.67	8.74	8.83	9.06	8.92	8.74
20088	6.59	6.42	6.35	6.44	6.42	6.68	6.81	7.04	6.75	6.63
20090	5.82	5.79	5.87	5.92	5.6	5.66	6.07	6.38	6.14	6.16
20091	8.7	8.9	9.07	9.03	9.19	8.97	9.18	9.32	9.01	9.13
20102	10.21	10.21	10.31	10.04	10.22	10.53	10.26	10.39	10.18	10.05
20103	9.35	9.47	9.51	9.4	9.53	9.45	9.67	9.76	9.66	9.75
20104	5.41	5.57	5.58	5.58	5.53	5.74	5.55	5.64	5.86	5.9
20111	7.5	7.39	7.68	7.87	7.63	7.85	8.08	8.26	8.08	8.05
20112	7.42	7.13	7.67	7.73	7.51	7.71	7.34	7.43	7.49	7.47
20115	6.05	6.33	5.86	6.11	6.02	6.02	6.41	6.66	6.4	6.52
20116	6.74	7.14	6.83	6.9	6.82	6.88	6.73	7.04	7.02	6.87
20128	6.48	6.65	6.93	6.88	7.08	6.86	8.33	8.17	8.01	9.34
20129	5.24	5.03	5.59	5.17	5.29	4.98	5.08	4.67	5.05	4.11
20130	10.02	10.13	10.25	10.22	10.32	10.28	10.64	10.52	10.61	10.54
20132	4.72	4.89	4.29	4.1	4.42	4.65	4.54	4.37	4.6	4.49
20133	7.67	7.74	8.01	7.86	7.88	8.6	9.06	9.13	8.96	8.62
20135	5.54	5.67	5.83	5.9	5.85	6.24	8.11	7.79	7.61	7.1
20147	4.92	4.53	4.65	4.36	4.59	4.36	4.34	4.58	5.05	5.1
20148	9.2	9.25	9.46	9.42	9.49	8.77	8.74	8.77	8.24	8.92
20163	11.05	11.22	11.1	11.05	11.15	11.07	10.93	10.94	10.87	10.8
20166	6.3	6.47	6.51	6.53	6.48	6.39	6.18	6.09	6.25	6.29
20167	5.89	6.17	6.29	6.24	6.34	5.6	5.43	5.86	5.49	5.38
20168	10.48	10.55	10.51	10.49	10.52	10.33	10.36	10.15	10.24	10.18
20170	6.13	5.67	6.03	6.01	5.7	5.91	5.95	6.11	6.02	6.15
20174	7.45	7.44	7.59	7.52	7.45	7.27	7.48	7.41	7.54	7.52
20181	7.56	7.66	7.6	7.78	7.63	7.45	7.32	7.4	7.4	7.31
20182	7.01	7	7.11	7.15	6.96	7.1	6.99	7.15	7.05	7.06
20183	4.84	5.04	4.78	4.65	4.59	4.58	4.72	4.66	4.43	4.66
20184	7.81	7.63	7.23	6.91	7.19	7.17	7.13	7.34	6.88	7.29
20185	10.15	10.2	10.15	10.1	10.13	9.97	10.05	9.84	9.82	9.85
20186	4.87	4.59	4.86	4.81	4.82	4.51	5.15	4.99	4.99	4.65
20187	9.43	9.69	9.58	9.66	9.55	9.47	9.18	9.29	9.23	8.75
20190	5.63	5.69	5.38	5.39	5.34	5.44	5.36	5.38	5.5	5.41
20191	6.77	6.38	7.35	6.51	6.5	6.86	6.17	5.72	6.42	6.17
20192	5.26	5.13	5.37	5.12	5.34	5.01	5.02	4.92	4.98	5.02
20193	8.44	8.94	8.91	8.77	8.82	8.38	8.62	8.25	8.66	8.3
20194	9.32	9.7	9.71	9.86	9.68	9.71	10.59	10.63	10.63	10.47
20195	11.22	11.44	11.28	11.33	11.38	11.35	11.66	11.65	11.69	11.73
20196	7.32	7.77	7.77	7.7	7.8	7.49	7.63	7.48	7.72	7.58
20197	5.57	5.32	5.39	5.41	5.3	5.28	5.26	5.35	5.13	5.26
20198	6.38	6.63	6.3	6.32	6.44	6.61	8.25	8.21	8.17	7.97
20199	3.35	3.13	3.08	3.48	3.13	3.21	3.86	4.16	3.38	3.44
20200	8.69	8.96	9.14	9.26	9.1	10.09	10.12	10.23	10.18	10.18
20201	6.41	8.88	6.84	7.24	7.97	6.91	7.09	7.23	7.52	7.8
20202	6.17	7.89	6.29	6.41	7.09	6.36	6.53	6.32	6.76	6.97
20203	5.61	5.18	4.76	5.11	5.15	5.15	5.21	4.9	5.2	5
20204	6.14	6.28	5.83	5.96	5.79	6.05	6.41	5.91	6.22	6.05
20208	3.74	3.41	2.95	3.47	3.78	3.74	3.69	3.97	4.09	4.26
20209	3.69	3.39	3.08	3.09	2.89	3.26	3.48	3.69	3.62	3.84
20210	5.74	6.05	5.1	5.13	5.41	6.53	11.34	11.34	11.56	11.39
20211	3.87	3.58	3.45	3.66	3.7	3.59	5.01	5.39	5.75	4.4
20215	5.83	6.1	5.63	5.65	5.85	5.63	5.49	5.45	5.8	5.67
20216	5.3	5.25	5.14	4.94	4.76	5.28	5.15	4.54	4.86	4.8
20218	8.15	8.12	8.36	8.28	8.43	8.44	8.62	8.55	8.41	8.57
20219	4.9	4.62	4.56	4.33	4.88	4.62	4.81	4.66	4.58	4.91
20220	6.22	6.1	6.37	6.29	6.36	6.04	5.86	6.08	5.96	6.13
20222	8.15	8.28	8.44	8.4	8.38	8.26	8.57	8.61	8.74	8.61
20224	9.46	9.39	9.41	9.5	9.28	9.83	9.56	9.64	9.53	9.52
20226	9.05	8.97	9.1	9.17	8.95	9.36	9.37	9.37	9.41	9.28
20227	7.12	7.05	7	7.28	7.12	7.15	7.1	7.44	7.28	7.35
20229	9.71	9.62	9.74	9.82	9.99	10.18	10.37	10.32	10.25	10.64
20230	6.89	6.67	6.84	6.62	6.98	6.77	7	7.3	7.27	7.15
20231	5.4	5.33	5.29	5.01	5.18	5.44	5.04	5.64	5.56	5.28
20234	4.48	4.59	4.35	4.89	4.61	5.09	4.29	4.76	4.73	4.9
20238	9.41	9.43	9.39	9.52	9.39	9.28	9.41	9.41	9.38	9.12
20239	9.74	9.61	9.77	9.6	9.64	9.57	9.37	9.25	9.39	9.26
20248	2	2.09	1.99	2.37	2.09	1.98	1.95	1.91	2.29	2.06
20249	11.51	11.76	11.86	12.03	11.89	11.55	11.48	10.08	11.27	10.98
20250	11.54	11.36	11.58	11.55	11.55	12.16	11.42	11.07	11.34	10.66
20254	5.19	5.33	5.04	5.17	5.11	5.18	4.98	5.21	5.26	5.27
20255	3.66	3.51	3.42	3.17	3.65	3.65	3.57	3.39	3.61	3.42
20256	6.03	6.43	6.35	6.45	6.31	6.36	6.81	6.67	6.63	5.92
20257	9.01	9.27	9.18	9.3	9.19	8.31	8.24	7.98	8.13	7.77
20259	5.71	5.57	5.41	5.04	5.56	5.55	5.55	5.84	5.66	5.45
20262	6.39	6.28	6.09	6.08	6.18	6.29	6.14	6.24	6.18	6.24
20264	5.01	4.63	4.57	4.9	4.83	4.69	4.7	4.61	4.84	4.55
20265	3.71	3.7	3.52	3.16	3.37	2.75	3.03	3.42	3.46	3.2
20266	7.34	7.58	7.47	7.63	7.43	7.59	7.72	8	8.04	7.56
20269	8.33	8.22	8.4	8.39	8.43	7.72	6.92	6.77	7.08	6.41
20271	6.59	6.44	6.55	6.46	6.3	6.52	5.99	5.52	6.08	6.03
20272	11.61	11.35	11.51	11.34	11.36	10.88	10.26	9.94	9.99	9.45
20273	4.93	4.92	4.76	4.71	4.71	4.68	4.96	4.68	4.82	4.63
20274	4.9	4.92	4.92	5.07	4.98	4.47	4.84	5.29	4.65	5
20276	10.86	10.95	11.11	10.95	10.99	11.53	11.12	10.64	11.09	10.94
20277	9.37	9.46	9.55	9.44	9.37	9.57	9.2	8.42	9.18	8.67
20278	10.55	10.51	10.61	10.52	10.59	11.29	10.86	10.54	10.74	10.61
20280	8.25	8.29	8.21	8.31	8.37	8.41	8.44	8.44	8.3	8.34
20284	4.07	4.71	4.14	3.58	4.55	4.53	4.41	4.69	4.05	4.19
20286	8.3	8.08	8.36	8.29	8.24	8.36	8.17	8.31	8.15	8.11
20287	6.17	5.83	5.9	5.68	5.94	5.82	5.64	6.07	5.93	5.99
20288	5.71	6.33	5.69	6.19	6.6	7.18	9.58	9.94	9.38	9.91
20289	6.81	7.16	6.9	6.98	6.97	6.81	6.39	6.64	6.62	6.1
20290	5.75	5.8	5.31	5.52	5.56	5.57	5.89	5.76	5.96	5.98
20292	6.74	6.93	6.59	6.85	6.78	7.16	7.49	7.49	8.12	9.39
20293	4.24	4.02	4.39	5.04	4.24	5.67	8.16	8.82	8.5	9.89
20295	6.29	7.71	7.73	7.83	8.28	7.51	6.82	7.11	7.93	6.17
20296	6.32	5.79	5.7	6.32	6.3	6.14	8.89	9.37	9.21	10.31
20297	6.31	6.28	5.89	5.89	6.01	6.09	6.23	6.13	6.35	6.12
20299	6.58	6.82	6.65	7.03	7.36	6.25	6.86	6.72	7.23	6.26
20300	6.46	6.61	6.7	6.69	6.53	6.56	6.6	6.77	6.63	6.53
20301	7.08	7.27	7.1	7.2	7.09	6.46	6.44	6.37	6.43	6.3
20302	5.85	5.89	6.39	6.08	6.21	6.57	9.43	9.65	9.88	10.77
20303	6.35	6.26	6.16	5.76	6.12	6.33	7.4	7.48	6.96	8.36
20304	8	7.59	7.88	7.97	8.78	8.94	10.7	11.11	10.94	10.89
20305	8.3	9.27	8.75	9.13	9.08	8.72	8.98	8.96	8.86	9.05
20306	6.32	5.97	5.88	6.36	6.5	6.42	9.04	9.42	9.27	10.65
20307	4.89	5.6	5.13	5.66	6.09	6.09	8.58	8.83	8.85	9.6
20308	8.1	9.1	8.43	8.35	8.87	8.81	9.67	9.93	9.67	10.1
20309	12.52	12.59	12.49	12.51	12.5	12.4	12.34	11.03	11.91	12.21
20310	5.67	5.89	5.19	5.13	5.19	5.21	5.62	6.01	5.81	7.14
20311	5.25	5.54	4.87	5.28	5.17	5.11	5.72	6.59	6.97	7.74
20312	7.33	7.28	7.57	7.39	7.4	7.41	7.1	6.48	7.24	7.53
20315	8.88	8.56	8.68	8.67	8.72	8.38	9.59	10.09	9.9	9.22
20316	6.92	7.01	6.88	7.16	7	6.93	7.13	7.24	7.12	7.08
20317	7.24	7.23	7.25	7.35	7.22	7.31	7.07	6.85	7.26	7.11
20318	7.61	7.7	7.57	7.81	7.72	7.69	7.65	7.75	7.8	7.78
20319	6.45	6.45	6.56	6.52	6.5	6.27	6.17	6.38	6.25	6.11
20320	9.91	10.07	9.92	9.98	10.02	10.13	10.21	10.19	10.05	10.13
20321	7.13	7.1	7.3	7.41	7.44	7.29	8.11	8.3	8.02	8.23
20322	8.7	8.65	8.7	8.71	8.83	8.8	8.14	7.93	8.42	7.39
20324	10.88	10.72	10.84	10.66	10.76	10.97	10.03	9.64	9.83	9.48
20333	8.1	8.09	8.18	8.21	8.21	8.37	8.26	8.17	8.18	8.24
20334	8.67	8.79	8.64	8.68	8.54	8.85	8.82	8.92	8.71	8.5
20335	7	7.06	6.84	6.89	7.13	7.06	7.21	6.95	6.89	7.35
20336	8.48	8.43	8.57	8.49	8.54	8.48	8.68	8.58	8.57	8.43
20338	9.39	9.37	9.49	9.65	9.47	9.65	9.44	9.37	9.46	9.39
20339	6.35	6.46	6.08	6.31	6.15	5.74	6.77	6.16	6.95	7.29
20340	9.28	9.22	9.43	9.3	9.19	9.22	9.19	9.19	9.09	9.01
20341	10.39	10.2	10.42	10.29	10.25	10.77	10.1	9.37	10.29	10.52
20342	7.55	7.57	8.11	7.93	7.7	8.35	7.55	7.49	7.78	7.79
20343	8.84	9.24	8.6	8.47	9.19	8.8	9.3	9.43	9.43	10.37
20344	6.47	6.76	6.86	7.21	7.31	7.41	8.48	8.61	8.94	9.29
20345	8.93	9.42	8.97	8.94	9.31	8.58	10.38	10.61	10.37	10.52
20346	6.28	6.28	6.25	6.08	6.13	6.4	6.13	6.02	5.79	5.71
20347	7.53	7.58	7.63	7.73	7.59	7.74	7.58	7.05	7.49	7.06
20348	10.99	10.98	10.94	10.84	10.78	10.79	9.94	9.62	9.81	9.35
20349	10.49	10.52	10.58	10.5	10.55	10.33	9.91	9.67	9.7	9.21
20350	9.68	9.67	9.68	9.76	9.52	10.24	9.8	9.79	9.81	9.59
20351	7.71	7.84	7.89	8.09	8.19	7.9	8.94	8.78	9.02	8.99
20352	6.46	6.49	6.49	7.01	6.75	6.73	6.8	7.11	6.97	7.01
20353	7.25	7.09	7.19	7.24	7.11	7.75	7.43	7.51	7.56	7.63
20354	6.73	6.62	6.46	6.66	6.81	6.78	8.46	8.49	8.38	8.67
20355	6.21	6.44	6.35	6.41	6.31	6.05	5.94	5.46	5.86	5.92
20356	7.64	7.94	7.99	7.83	7.9	8.43	8.06	8.09	8.17	7.56
20357	6.2	5.95	5.86	5.73	5.67	5.84	5.73	5.86	5.89	5.7
20358	9.82	9.84	9.91	10.05	10.07	9.6	8.89	8.53	8.86	8.62
20359	6.82	6.89	6.92	6.91	6.72	7.25	7.42	7.73	7.43	7.37
20360	5.3	5.5	5.38	5.1	5.36	5.24	5.2	5.34	5.13	5.16
20361	8.65	8.86	8.69	8.66	8.4	10.01	9.53	9.58	9.78	9.71
20362	7.74	7.95	8.04	7.79	7.77	8	7.65	7.59	7.6	7.54
20363	8.55	8.49	8.63	8.55	8.68	8.52	8.27	8.05	8.08	8.01
20364	8.85	8.86	8.83	9.12	8.8	8.8	9.37	9.53	9.68	10
20365	5.23	5.41	5.19	5.23	5.25	5.12	5.01	5.13	4.95	5.08
20370	5.65	5.67	5.4	5.21	5.48	5.71	5.66	5.41	5.39	5.58
20371	6.08	5.77	5.87	5.73	6.1	6.1	6.52	6.87	6.67	6.9
20377	7.16	7.1	7.15	7.08	6.73	7.43	8.99	9.55	9.37	9.09
20378	3.92	3.79	4	4.13	4.13	4.06	3.44	4.39	4.27	3.97
20379	5.42	5.05	5.07	5.01	5.22	5.01	5.03	4.75	5.18	4.97
20382	10.68	10.64	10.68	10.71	10.66	10.67	10.84	10.9	10.92	10.96
20383	8.35	8.43	8.36	8.31	8.38	8.39	8.61	8.35	8.13	8.42
20384	10.1	9.66	9.98	10.09	10.27	10.4	10.06	10.09	9.99	9.92
20387	12.15	12.14	12.12	12.12	12.12	12.16	11.88	10.19	11.68	11.75
20388	12.68	12.7	12.68	12.73	12.68	12.72	12.44	11.29	12.34	12.31
20389	13.11	13.13	13.05	13.09	13.07	12.98	12.66	11.43	12.56	12.46
20390	10.33	10.58	10.36	10.55	10.39	10.75	10.3	8.8	10.08	10.31
20391	5.62	5.44	5.82	5.55	5.61	5.55	5.63	5.6	5.7	5.57
20392	8.41	8.53	8.55	8.58	8.56	8.46	8.09	8.09	8.02	7.63
20393	8.72	8.6	8.88	8.64	8.55	9.1	8.99	9.1	8.89	8.83
20394	5.04	4.98	4.58	4.94	4.68	4.63	4.85	4.88	4.89	4.91
20397	8.36	8.23	8.38	8.43	8.37	8.55	9.08	9.24	8.97	9.42
20399	6.89	6.83	6.92	7.09	6.92	6.61	6.89	7.09	7.08	6.91
20400	5.68	5.49	5.51	5.25	5.18	5.57	6.57	6.35	6.62	6.3
20401	6.67	6.56	6.67	6.88	6.88	6.86	7.57	7.97	7.75	7.69
20402	8.98	8.83	8.92	8.89	8.79	8.95	8.81	8.8	8.64	8.69
20403	9.17	9.26	9.25	9.09	9.12	9.12	9.11	9.07	8.94	9.09
20404	6.11	5.94	6.14	5.75	6.05	5.69	5.58	5.41	5.61	5.55
20405	7.14	7.35	7.5	7.53	7.37	7.46	7.66	8.06	7.94	7.86
20408	4.72	5.22	4.82	4.92	4.93	5.09	4.67	4.87	4.95	4.97
20409	9.13	9.27	9.14	9.21	9.14	9.25	9.48	9.68	9.53	9.66
20410	10.33	10.7	10.44	10.23	10.15	10.25	9.52	8.84	9.62	9.36
20411	9.02	8.75	8.99	8.56	8.6	9.13	8.52	8.11	8.59	8.28
20415	5.36	5.25	5.07	4.81	5.34	5.07	5.17	5.24	5.29	5.27
20416	8.15	7.93	8.16	8.29	8.14	8.43	8.44	8.5	8.41	8.53
20418	5.36	5.38	5.09	5.22	5.1	5.34	5.4	4.98	5.08	5.16
20419	3.24	3.25	2.85	2.43	2.37	2.81	3.11	3.82	3.35	3.13
20420	6.48	6.47	6.08	5.86	6.26	6.31	6.35	6.09	6.07	6.15
20422	8.34	8.32	8.13	8.22	8.16	8.07	8.76	8.84	8.76	8.82
20423	6.48	6.65	6.81	7.02	6.68	6.48	5.87	5.13	6.37	5.29
20425	6.41	6.29	6.21	6.11	6.29	6.5	6.66	6.49	6.62	6.44
20429	4.98	4.98	5	4.91	4.9	5.03	4.98	5.05	5.06	5.03
20430	9.17	9.3	9.25	9.21	9.12	9.44	9.54	9.66	9.46	9.77
20431	5.67	5.77	5.37	5.72	5.61	5.48	5.48	5.46	5.63	5.62
20437	8.17	8.17	8.28	8.05	8.27	8.66	7.99	7.79	7.85	8.02
20438	6.04	6.12	6.07	6.21	6.19	6.35	6.32	6.47	6.64	6.25
20439	6.48	6.47	6.41	6.38	6.4	6.3	6.4	6.43	6.47	6.49
20440	7.33	7.11	7.47	7.59	7.57	7.49	7.39	7.47	7.43	6.92
20441	7.6	7.79	7.82	7.66	7.69	7.51	7.45	7.6	7.37	7.2
20442	9.59	9.72	9.64	10.01	9.75	9.58	9.69	9.73	9.7	9.87
20443	7.78	7.65	7.82	7.94	8.04	7.84	8.08	8.06	8.15	8.36
20444	7.2	6.79	6.94	6.88	6.72	6.96	6.8	6.97	6.94	6.86
20446	7.73	7.91	7.89	7.92	7.83	7.79	7.13	6.38	7.02	6.58
20447	7.17	7.32	7.28	7.5	7.3	6.58	6.71	6.93	6.37	6.29
20448	6.53	6.79	6.88	7.08	6.63	6.77	6.85	6.9	7.05	7.3
20449	5.26	5.49	5.41	5.04	5.03	5.39	5.82	5.9	5.9	5.48
20450	7.15	7.07	7.25	6.99	7.04	7.39	6.81	6.65	6.57	6.33
20451	4.92	5.08	4.7	4.92	5.13	5.2	4.98	4.63	4.92	5.25
20452	8.28	8.05	8.18	8.58	8.8	8.19	8.42	8.3	8.16	7.88
20454	7.84	7.76	8.01	7.78	7.82	8.24	7.98	7.57	7.74	7.85
20459	5.53	5.5	5.22	5.32	5.23	5.4	5.51	5.68	5.54	5.4
20460	5.3	5.38	5.24	5.36	5.42	5.91	7.37	7.45	7.61	6.46
20462	8.96	9.08	9.1	8.96	8.97	9.24	9.26	9.29	9.12	9.24
20463	6.99	7.1	7.13	7.1	7.16	6.93	7.24	7.4	7.03	6.92
20464	5.66	5.06	5.34	5.13	5.33	5.46	5.32	5.13	5.3	5.33
20465	5.43	5.4	5.18	5.36	5.43	5.23	5.24	5.3	5.28	5.22
20466	8.72	8.76	8.71	8.79	8.71	8.74	8.75	8.83	8.8	8.72
20467	8	7.81	7.94	7.87	7.72	7.65	7.62	7.63	7.58	7.67
20469	8.13	8.24	8.37	8.46	8.32	7.89	8.39	8.57	8.57	8.43
20471	6.51	6.5	6.44	6.31	6.23	6.3	6.15	5.86	6.31	5.93
20472	5.39	5.43	5.27	4.89	5.18	5.25	5.27	5.32	5.08	5.4
20473	5.54	5.52	5.02	5.26	5.01	5.26	5.25	5.59	5.11	5.32
20474	6.83	6.78	6.74	6.62	6.59	6.75	6.14	6.04	6.36	6.19
20475	6.75	6.68	6.85	6.73	6.61	6.36	6.13	6.18	6.48	5.78
20476	5.82	5.68	5.84	5.59	5.64	5.9	5.75	5.44	5.64	5.69
20479	8.95	8.79	8.89	8.89	8.85	9.09	9.06	9.08	8.93	9.13
20480	6.8	6.57	6.8	6.86	6.66	6.95	6.51	6.61	6.63	6.59
20481	8.81	8.78	8.84	8.99	8.91	8.85	8.59	8.77	8.8	8.69
20482	8.11	8	7.88	7.74	7.7	7.97	8.31	8.42	8.13	8.45
20491	7.69	7.7	7.79	7.42	7.7	8.09	8.99	9.07	8.86	8.94
20492	7.31	7.49	7.15	7.4	7.44	7.43	7.96	7.88	7.93	7.97
20493	5.06	4.93	4.88	4.78	4.88	4.82	4.8	4.4	4.76	4.88
20494	3.78	4.08	3.77	3.5	3.83	3.94	3.61	3.57	3.66	3.87
20495	4.74	4.88	4.73	4.7	4.73	4.7	4.66	4.67	4.54	4.5
20496	10.2	10.09	10.18	10.02	10	10.43	9.46	8.84	9.44	9.09
